,Name,ID,Nearest Town,County,,
87,Unnamed,19007400,Eagan,Dakota,,
62,Schultz,19007500,Eagan,Dakota,,
49,McDonough,19007600,Eagan,Dakota,,
88,Unnamed,19007700,Wescott,Dakota,,
23,Gun Club,19007800,Mendota,Dakota,,
54,Pickerel,19007900,Lilydale,Dakota,,
60,Rogers,19008000,Mendota Heights,Dakota,,
1,Augusta,19008100,Mendota,Dakota,,
37,Lemay,19008200,Mendota,Dakota,,
4,Black Dog,19008300,Oxboro,Dakota,,
89,Unnamed,19008800,,Dakota,,
90,Unnamed,19009100,West Saint Paul,Dakota,,
91,Unnamed,19009400,South Saint Paul,Dakota,,
92,Unnamed,19009500,South Saint Paul,Dakota,,
93,Unnamed,19011200,Port Cargill,Dakota,,
94,Unnamed,19011700,Burnsville,Dakota,,
95,Unnamed,19012800,Eagan,Dakota,,
96,Unnamed,19013600,Wescott,Dakota,,
97,Unnamed,19014000,Wescott,Dakota,,
98,Unnamed,19014400,Eagan,Dakota,,
24,Hilltop Pond,19014800,Eagan,Dakota,,
10,Cedar Pond,19015000,Cedar Grove,Dakota,,
99,Unnamed,19015300,Eagan,Dakota,,
57,Quigley,19015500,Eagan,Dakota,,
100,Unnamed,19015600,Eagan,Dakota,,
101,Unnamed,19015800,Cedar Grove,Dakota,,
17,East Thomas,19016100,Eagan,Dakota,,
102,Unnamed,19016200,Eagan,Dakota,,
103,Unnamed,19016500,,Dakota,,
104,Unnamed,19017800,Eagan,Dakota,,
105,Unnamed,19017900,Eagan,Dakota,,
106,Unnamed,19018000,Eagan,Dakota,,
107,Unnamed,19018300,Rosemount,Dakota,,
108,Unnamed,19018400,Eagan,Dakota,,
109,Unnamed,19018500,Eagan,Dakota,,
110,Unnamed,19018900,Eagan,Dakota,,
111,Unnamed,19019000,Eagan,Dakota,,
112,Unnamed,19019800,Cedar Grove,Dakota,,
113,Unnamed,19019900,Cedar Grove,Dakota,,
114,Unnamed,19020000,Eagan,Dakota,,
115,Unnamed,19020100,Eagan,Dakota,,
116,Unnamed,19020200,Cedar Grove,Dakota,,
117,Unnamed,19020300,,Dakota,,
168,Young,19020301,Cedar Grove,Dakota,,
39,Main,19020302,Cedar Grove,Dakota,,
118,Unnamed,19020400,Cedar Grove,Dakota,,
119,Unnamed,19020500,Apple Valley,Dakota,,
120,Unnamed,19020600,Apple Valley,Dakota,,
121,Unnamed,19020700,Cedar Grove,Dakota,,
122,Unnamed,19021300,Apple Valley,Dakota,,
123,Unnamed,19021600,,Dakota,,
124,Unnamed,19021700,,Dakota,,
125,Unnamed,19022400,Rosemount,Dakota,,
126,Unnamed,19022500,Apple Valley,Dakota,,
127,Unnamed,19022700,,Dakota,,
128,Unnamed,19023100,,Dakota,,
129,Unnamed,19023200,Sunfish Lake,Dakota,,
130,Unnamed,19023400,Sunfish Lake,Dakota,,
131,Unnamed,19024100,Inver Grove Heights,Dakota,,
132,Unnamed,19024500,Inver Grove Heights,Dakota,,
133,Unnamed,19025000,Sunfish Lake,Dakota,,
134,Unnamed,19025200,,Dakota,,
135,Unnamed,19025600,Sunfish Lake,Dakota,,
7,Bur Oaks Pond,19025900,Wescott,Dakota,,
136,Unnamed,19026300,,Dakota,,
137,Unnamed,19026700,Inver Grove Heights,Dakota,,
138,Unnamed,19029000,Wescott,Dakota,,
139,Unnamed,19029300,Wescott,Dakota,,
140,Unnamed,19029400,Wescott,Dakota,,
141,Unnamed,19029500,Wescott,Dakota,,
142,Unnamed,19029600,Wescott,Dakota,,
143,Unnamed,19029700,Wescott,Dakota,,
144,Unnamed,19030300,Pine Bend (Dakota),Dakota,,
145,Unnamed,19030800,Eagan,Dakota,,
146,Unnamed,19031600,Roseport,Dakota,,
147,Unnamed,19032000,Rosemount,Dakota,,
148,Unnamed,19032200,Rosemount,Dakota,,
149,Unnamed,19034300,,Dakota,,
150,Unnamed,19034400,Rosemount,Dakota,,
151,Unnamed,19034500,Rosemount,Dakota,,
152,Unnamed,19034800,Lakeville,Dakota,,
153,Unnamed,19034900,Apple Valley,Dakota,,
154,Unnamed,19035200,,Dakota,,
155,Unnamed,19035300,,Dakota,,
156,Unnamed,19036000,Orchard Garden,Dakota,,
157,Unnamed,19036900,Argonne,Dakota,,
158,Unnamed,19038900,Deer Park,Dakota,,
159,Unnamed,19039500,Argonne,Dakota,,
160,Unnamed,19040300,Antlers Park,Dakota,,
161,Unnamed,19042000,,Dakota,,
34,Lac Lavon,19044600,Burnsville,Dakota,,
162,Unnamed,19044700,,Dakota,,
163,Unnamed,19044800,Eagan,Dakota,,
6,Bluebill Bay,19044900,,Dakota,,
66,Sunset Pond,19045100,Burnsville,Dakota,,
165,Wensman Pond,19045200,,Dakota,,
13,Copper Pond,19045300,,Dakota,,
164,Unnamed,19045400,Eagan,Dakota,,
166,Wescott Pond #3,19045500,,Dakota,,
12,Cobblestone,19045600,Rosemount,Dakota,,
56,Prairie Ponds,19045700,Farmington,Dakota,,
21,Goose,19045800,,Dakota,,
0,Unnamed,20001300,Claremont,Dodge,,
115,Unnamed,21000100,Osakis,Douglas,,
20,Clifford,21000300,Osakis,Douglas,,
44,Herberger,21000700,West Union,Douglas,,
57,Kuntz,21001100,West Union,Douglas,,
100,Schultz,21001200,Westport,Douglas,,
102,Smith,21001600,Nelson,Douglas,,
9,Bird,21001800,Nelson,Douglas,,
116,Unnamed,21002100,,Douglas,,
106,Stevens,21002200,Osakis,Douglas,,
117,Unnamed,21003200,Rose City,Douglas,,
78,Mill Pond,21003400,Spruce Center,Douglas,,
114,Union,21004100,Forada,Douglas,,
17,Chicks (Childs),21004200,,Douglas,,
71,Lovera,21004600,Forada,Douglas,,
14,Burgen,21004900,Alexandria,Douglas,,
43,Henry,21005100,Alexandria,Douglas,,
35,Geneva,21005200,Alexandria,Douglas,,
1,Agnes,21005300,Alexandria,Douglas,,
137,Victoria,21005400,Alexandria,Douglas,,
53,Jessie,21005500,Nelson,Douglas,,
61,Le Homme Dieu,21005600,Alexandria,Douglas,,
15,Carlos,21005700,Carlos,Douglas,,
45,Hidden,21005800,Carlos,Douglas,,
56,Kruegers Slough,21006000,Carlos,Douglas,,
136,Vermont,21007300,Leaf Valley,Douglas,,
118,Unnamed,21007500,Miltona,Douglas,,
51,Irene,21007600,Miltona,Douglas,,
74,Maple,21007900,Forada,Douglas,,
26,Darling,21008000,Alexandria,Douglas,,
141,Winona,21008100,Alexandria,Douglas,,
119,Unnamed,21008200,Alexandria,Douglas,,
79,Miltona,21008300,Leaf Valley,Douglas,,
101,Skoglund Slough,21008400,Holmes City,Douglas,,
6,Andrew,21008500,Forada,Douglas,,
85,Mud,21008600,Forada,Douglas,,
120,Unnamed,21008700,Holmes City,Douglas,,
113,Turtle,21009000,Forada,Douglas,,
75,Mary,21009200,Holmes City,Douglas,,
4,Alvin,21009300,Alexandria,Douglas,,
70,Louise,21009400,Garfield,Douglas,,
89,North Union,21009500,Alexandria,Douglas,,
109,Stony,21010100,Alexandria,Douglas,,
12,Brophy,21010200,Alexandria,Douglas,,
22,Cowdry,21010300,Alexandria,Douglas,,
69,Lottie,21010500,Alexandria,Douglas,,
58,Latoka,21010600,Alexandria,Douglas,,
59,Latoka (North Bay),21010601,,Douglas,,
60,Latoka (South Bay),21010602,,Douglas,,
80,Mina,21010800,Garfield,Douglas,,
21,Cook,21011100,Holmes City,Douglas,,
54,Johnson,21011200,Alexandria,Douglas,,
16,Charley,21012000,Garfield,Douglas,,
47,Ida,21012300,Leaf Valley,Douglas,,
94,Private,21012500,Leaf Valley,Douglas,,
105,Spring,21013000,Leaf Valley,Douglas,,
49,Indian,21013600,Leaf Valley,Douglas,,
93,Pocket,21014000,Holmes City,Douglas,,
29,Elk,21014200,Garfield,Douglas,,
50,Indian,21014300,Holmes City,Douglas,,
64,Lobster,21014400,Holmes City,Douglas,,
65,Lobster (East Bay),21014401,,Douglas,,
66,Lobster (West Bay),21014402,,Douglas,,
18,Chippewa,21014500,Brandon,Douglas,,
121,Unnamed,21014800,Millerville,Douglas,,
38,Grants,21015000,Holmes City,Douglas,,
10,Blackwell,21015100,Holmes City,Douglas,,
63,Little Oscar (Main),21015601,,Douglas,,
28,Echo,21015700,Holmes City,Douglas,,
96,Rachel,21016000,Holmes City,Douglas,,
34,Freeborn,21016200,Farwell,Douglas,,
76,Mattson,21017100,Farwell,Douglas,,
138,West Olaf,21017700,Farwell,Douglas,,
90,Olaf,21017800,Farwell,Douglas,,
77,Mill,21018000,Alexandria,Douglas,,
92,Pete Nelson,21018200,Holmes City,Douglas,,
11,Brandon,21018400,Holmes City,Douglas,,
81,Minister,21018500,Brandon,Douglas,,
140,William,21018700,Garfield,Douglas,,
36,Gilbert,21018900,Holmes City,Douglas,,
13,Brown,21019200,Brandon,Douglas,,
32,Esala,21019300,Holmes City,Douglas,,
122,Unnamed,21019400,Holmes City,Douglas,,
99,Round,21019700,Garfield,Douglas,,
23,Crooked,21019900,Holmes City,Douglas,,
25,Crooked (Northwest Bay),21019901,,Douglas,,
24,Crooked (East Crooked),21019902,,Douglas,,
40,Grill,21020400,Holmes City,Douglas,,
73,Lower Hunt,21020800,Evansville,Douglas,,
62,Little Chippewa,21021200,Brandon,Douglas,,
27,Devils,21021300,Brandon,Douglas,,
139,Whiskey,21021600,Brandon,Douglas,,
3,Aldrich,21022200,Brandon,Douglas,,
37,Golden Pond,21022500,Brandon,Douglas,,
82,Moon,21022600,Brandon,Douglas,,
72,Loves,21022700,Brandon,Douglas,,
55,Korkowski,21022800,Brandon,Douglas,,
86,Nelson,21023100,Brandon,Douglas,,
134,Upper Hunt,21023300,Evansville,Douglas,,
0,Aaron,21024200,Millerville,Douglas,,
84,Moses,21024500,Millerville,Douglas,,
107,Stockhaven,21024600,Evansville,Douglas,,
91,Oscar,21025700,Holmes City,Douglas,,
88,North Oscar,21025701,,Douglas,,
104,South Oscar,21025702,,Douglas,,
67,Long,21025900,Farwell,Douglas,,
112,Thorstad,21026100,Brandon,Douglas,,
123,Unnamed,21026200,Holmes City,Douglas,,
110,Stowe,21026400,Brandon,Douglas,,
108,Stockhousen,21026500,Millerville,Douglas,,
124,Unnamed,21027300,Kensington,Douglas,,
30,Eng,21027400,Kensington,Douglas,,
103,Solem,21027600,Kensington,Douglas,,
98,Roland,21028100,Kensington,Douglas,,
42,Hegg,21028300,Kensington,Douglas,,
125,Unnamed,21028500,Kensington,Douglas,,
97,Red Rock,21029100,Hoffman,Douglas,,
5,Amos,21029300,Brandon,Douglas,,
111,Thorson,21029400,Brandon,Douglas,,
8,Barsness,21030200,Brandon,Douglas,,
41,Halleque,21030400,Brandon,Douglas,,
135,Venus,21030500,Hoffman,Douglas,,
46,Holl Lake,21030600,Hoffman,Douglas,,
126,Unnamed,21031100,Hoffman,Douglas,,
95,Quam,21031500,Brandon,Douglas,,
127,Unnamed,21031900,Hoffman,Douglas,,
52,Jennie,21032300,Brandon,Douglas,,
33,Fanny,21033600,Evansville,Douglas,,
31,Erwin,21034100,Evansville,Douglas,,
68,Long,21034300,Evansville,Douglas,,
7,Anka,21035300,Melby,Douglas,,
48,Ina,21035500,Melby,Douglas,,
128,Unnamed,21036300,Melby,Douglas,,
129,Unnamed,21036700,Evansville,Douglas,,
2,Albert,21037400,Erdahl,Douglas,,
19,Christina,21037500,Melby,Douglas,,
39,Grants Slough,21037600,Holmes City,Douglas,,
130,Unnamed,21038000,,Douglas,,
83,Mork Pond,21041600,Miltona,Douglas,,
131,Unnamed,21044600,,Douglas,,
132,Unnamed,21046700,Garfield,Douglas,,
87,Nelson,21055100,Holmes City,Douglas,,
133,Unnamed,21072900,,Douglas,,
4,Rice,22000700,Wells,Faribault,,
6,South Walnut,22002200,Wells,Faribault,,
11,Walnut,22002300,Brush Creek,Faribault,,
2,Minnesota,22003300,Minnesota Lake,Faribault,,
7,Unnamed,22006500,Winnebago,Faribault,,
0,Bass,22007400,Delavan,Faribault,,
5,Rice,22007500,Delavan,Faribault,,
1,Hart,22007800,,Faribault,,
3,Pilot Grove,22007900,,Faribault,,
8,Unnamed,22008800,Guckeen,Faribault,,
9,Unnamed,22009200,Minnesota Lake,Faribault,,
10,Unnamed,22009300,Minnesota Lake,Faribault,,
0,Lanesboro Mill Pond,23000100,Lanesboro,Fillmore,,
13,Newry,24000400,,Freeborn,,
0,Albert Lea,24001400,Albert Lea,Freeborn,,
7,Geneva,24001500,Geneva,Freeborn,,
8,Goose,24001700,Albert Lea,Freeborn,,
2,Fountain,24001800,Albert Lea,Freeborn,,
3,Fountain (East Bay),24001801,,Freeborn,,
5,Fountain (West Bay),24001802,,Freeborn,,
4,Fountain (North Bay),24001803,,Freeborn,,
22,White,24002400,Albert Lea,Freeborn,,
14,Pickeral,24002500,Albert Lea,Freeborn,,
10,Lower Twin,24002700,Twin Lakes,Freeborn,,
1,Bear,24002800,Emmons,Freeborn,,
16,State Line,24003000,Emmons,Freeborn,,
21,Upper Twin,24003100,Twin Lakes,Freeborn,,
17,Sugar,24003700,Armstrong (Freeborn),Freeborn,,
9,Halls,24003800,Armstrong (Freeborn),Freeborn,,
15,School Section,24004000,Armstrong (Freeborn),Freeborn,,
19,Unnamed,24004100,Manchester,Freeborn,,
11,Morin,24004300,Alden,Freeborn,,
6,Freeborn,24004400,Freeborn,Freeborn,,
18,Trenton,24004900,Matawan,Freeborn,,
12,Mud,24006800,Armstrong (Freeborn),Freeborn,,
20,Unnamed,24008200,,Freeborn,,
10,Pepin,25000100,Lake City,Goodhue,,
4,Frontenac,25000300,Frontenac,Goodhue,,
5,Goose,25000500,Stroms,Goodhue,,
16,Wildcat,25000700,Stroms,Goodhue,,
0,Birch,25000900,Stroms,Goodhue,,
6,Larson,25001600,Stroms,Goodhue,,
15,U.S. Lock & Dam #3 Pool,25001700,Etter,Goodhue,,
13,Sturgeon,25001701,Stroms,Goodhue,,
8,Nelson,25001702,Stroms,Goodhue,,
14,Twin,25001703,Etter,Goodhue,,
9,North,25001704,Etter,Goodhue,,
1,Brewer,25001705,Stroms,Goodhue,,
12,Sharp Muskrat,25001706,Etter,Goodhue,,
3,Conley,25001707,Hastings,Goodhue,,
2,Clear,25001900,Etter,Goodhue,,
7,Lower Rattling Springs,25002100,Eggleston,Goodhue,,
11,Red Wing Pottery Pond,25003800,Red Wing,Goodhue,,
33,Pelican,26000200,Ashby,Grant,,
45,Unnamed,26001700,Barrett,Grant,,
41,Thompson,26002000,Hoffman,Grant,,
44,Turtle,26003000,Barrett,Grant,,
37,Round,26003100,Barrett,Grant,,
39,Spring,26003200,Hoffman,Grant,,
3,Church,26003800,Hoffman,Grant,,
31,Olson,26003900,Hoffman,Grant,,
9,Elk,26004000,Hoffman,Grant,,
46,Unnamed,26004200,Barrett,Grant,,
76,Unnamed (west portion),26004302,,Grant,,
25,Lower Elk,26004600,Hoffman,Grant,,
22,Lee,26005100,Erdahl,Grant,,
47,Unnamed,26005400,Erdahl,Grant,,
42,Thorstad,26005500,Erdahl,Grant,,
48,Unnamed,26007100,Ashby,Grant,,
24,Little,26007600,Ashby,Grant,,
26,Melby,26007700,Ashby,Grant,,
49,Unnamed,26008400,Ashby,Grant,,
50,Unnamed,26009200,Ashby,Grant,,
1,Barrett,26009500,Barrett,Grant,,
34,Pomme de Terre,26009700,Erdahl,Grant,,
32,Patchen,26011100,Hoffman,Grant,,
38,Shauer,26011400,Donnelly,Grant,,
4,Cormorant,26011700,Barrett,Grant,,
51,Unnamed,26013300,Barrett,Grant,,
8,Elbow,26014000,Elbow Lake,Grant,,
43,Trisko,26014100,Elbow Lake,Grant,,
12,Flekkefjord,26014200,,Grant,,
13,Flekkefjord,26014201,Elbow Lake,Grant,,
14,Flekkefjord,26014202,Elbow Lake,Grant,,
15,Flekkefjord,26014203,Elbow Lake,Grant,,
16,Flekkefjord,26014204,Elbow Lake,Grant,,
52,Unnamed,26014600,Elbow Lake,Grant,,
20,Island,26014700,Elbow Lake,Grant,,
53,Unnamed,26015200,Ashby,Grant,,
54,Unnamed,26015800,Squier,Grant,,
17,Four Mile,26015900,Elbow Lake,Grant,,
11,Field,26016000,Elbow Lake,Grant,,
55,Unnamed,26016800,Elbow Lake,Grant,,
56,Unnamed,26018300,Elbow Lake,Grant,,
5,Cottonwood,26018500,Donnelly,Grant,,
57,Unnamed,26018800,Herman,Grant,,
2,Big,26019400,Herman,Grant,,
58,Unnamed,26019900,Herman,Grant,,
29,Nelson,26020300,Herman,Grant,,
18,Graham,26020400,Herman,Grant,,
59,Unnamed,26020500,Herman,Grant,,
21,Keitzman Slough,26020600,Herman,Grant,,
6,Doughty,26020700,Herman,Grant,,
30,Ohlsrud,26020800,Herman,Grant,,
77,Werk Slough,26020900,Donnelly,Grant,,
7,East Niemaki,26021300,Herman,Grant,,
78,West Niemaki,26021400,Herman,Grant,,
60,Unnamed,26021500,Herman,Grant,,
61,Unnamed,26021700,Herman,Grant,,
62,Unnamed,26021800,Herman,Grant,,
19,Hodgson,26022800,Elbow Lake,Grant,,
28,Mustinka River Flowage,26023500,Norcross,Grant,,
35,Prescott,26023700,Norcross,Grant,,
63,Unnamed,26026000,Squier,Grant,,
64,Unnamed,26027700,Wendell,Grant,,
10,Engralson,26028000,Wendell,Grant,,
65,Unnamed,26028100,,Grant,,
23,Lightning,26028200,Wendell,Grant,,
66,Unnamed,26029000,Wendell,Grant,,
67,Unnamed,26029100,Squier,Grant,,
0,Ash,26029400,Wendell,Grant,,
68,Unnamed,26029500,Herman,Grant,,
36,Pullman,26029800,Herman,Grant,,
69,Unnamed,26030000,Herman,Grant,,
70,Unnamed,26030300,Western,Grant,,
40,Stony,26030500,Wendell,Grant,,
27,Mud,26030700,Wendell,Grant,,
71,Unnamed,26033100,Ashby,Grant,,
72,Unnamed,26034300,,Grant,,
73,Unnamed,26034400,Herman,Grant,,
74,Unnamed,26036700,,Grant,,
75,Unnamed,26037700,,Grant,,
197,Snelling,27000100,Saint Paul,Hennepin,,
99,Long Meadow,27000200,Nicols,Hennepin,,
220,U.S. Lock & Dam #1 Pool,27000300,Falcon Heights,Hennepin,,
159,Penn,27000400,Bloomington,Hennepin,,
333,Wanda Miller,27000700,Atwood,Hennepin,,
157,Pauly's Pond,27000800,Atwood,Hennepin,,
152,Oxboro,27001100,Oxboro,Hennepin,,
165,Powderhorn,27001400,Minneapolis,Hennepin,,
5,Bass,27001500,,Hennepin,,
68,Harriet,27001600,Minneapolis,Hennepin,,
21,Cemetery,27001700,Calhoun Beach,Hennepin,,
73,Hiawatha,27001800,Minneapolis,Hennepin,,
143,Nokomis,27001900,Minneapolis,Hennepin,,
175,Richfield,27002100,,Hennepin,,
37,Diamond,27002200,Minneapolis,Hennepin,,
138,Mother,27002300,Richfield,Hennepin,,
94,Legion,27002400,,Hennepin,,
41,Duck,27002500,Richfield,Hennepin,,
348,Wood,27002600,Richfield,Hennepin,,
31,Cornelia,27002800,Edina,Hennepin,,
32,Cornelia (North),27002801,,Hennepin,,
33,Cornelia (South),27002802,,Hennepin,,
47,Edina,27002900,Atwood,Hennepin,,
8,Bde Maka Ska,27003100,Minneapolis,Hennepin,,
206,St. Anthony Falls Pool,27003300,Minneapolis,Hennepin,,
36,Crystal,27003400,Robbinsdale,Hennepin,,
209,Sweeney-Twin,27003500,,Hennepin,,
208,Sweeney,27003501,Glenwood Junction,Hennepin,,
217,Twin,27003502,Glenwood Junction,Hennepin,,
7,Bassetts Pond,27003600,Glenwood Junction,Hennepin,,
345,Wirth,27003700,Glenwood Junction,Hennepin,,
14,Brownie,27003800,Minneapolis,Hennepin,,
19,Cedar,27003900,Minneapolis,Hennepin,,
90,Lake of the Isles,27004000,Minneapolis,Hennepin,,
218,Twin,27004200,Robbinsdale,Hennepin,,
331,Upper Twin,27004201,,Hennepin,,
116,Middle Twin,27004202,,Hennepin,,
104,Lower Twin,27004203,,Hennepin,,
83,Indianhead,27004400,Atwood,Hennepin,,
4,Arrowhead,27004500,Edina,Hennepin,,
16,Bush,27004700,Bloomington,Hennepin,,
80,Hyland,27004800,Bloomington,Hennepin,,
332,Victoria,27005100,Saint Louis Park,Hennepin,,
67,Hannan,27005200,Oak Knoll,Hennepin,,
221,Unnamed,27005300,Oak Knoll,Hennepin,,
112,Meadowbrook,27005400,Saint Louis Park,Hennepin,,
135,Mirror,27005500,Edina,Hennepin,,
71,Hawkes,27005600,Edina,Hennepin,,
111,Meadow,27005700,New Hope,Hennepin,,
179,Ryan,27005800,Robbinsdale,Hennepin,,
154,Palmer,27005900,Brooklyn Center,Hennepin,,
23,Champlin Mill Pond,27006100,Champlin,Hennepin,,
2,Anderson,27006200,,Hennepin,,
146,North Anderson,27006201,Bloomington,Hennepin,,
202,Southeast Anderson,27006202,Rowland,Hennepin,,
203,Southwest Anderson,27006203,Rowland,Hennepin,,
106,Magda,27006500,New Hope,Hennepin,,
15,Bryant,27006700,Eden Prairie,Hennepin,,
42,Duck,27006900,Oak Terrace,Hennepin,,
136,Mitchell,27007000,Eden Prairie,Hennepin,,
177,Round,27007100,Eden Prairie,Hennepin,,
178,Round,27007200,Rowland,Hennepin,,
195,Smetana,27007300,Rowland,Hennepin,,
81,Idlewild,27007400,Rowland,Hennepin,,
185,School,27007500,Eden Prairie,Hennepin,,
169,Red Rock,27007600,Eden Prairie,Hennepin,,
110,McCoy,27007700,Eden Prairie,Hennepin,,
207,Staring,27007800,Chanhassen,Hennepin,,
60,Grass,27008000,Eden Prairie,Hennepin,,
10,Birch Island,27008100,Oak Terrace,Hennepin,,
342,Windsor,27008200,Oak Knoll,Hennepin,,
117,Minnehaha Marsh,27008400,Oak Knoll,Hennepin,,
95,Libbs,27008500,Groveland,Hennepin,,
191,Shaver,27008600,Woodland (Hennepin),Hennepin,,
107,Marion,27008700,Woodland (Hennepin),Hennepin,,
118,Minnetoga,27008800,Glen Lake,Hennepin,,
188,Shady Oak,27008900,Glen Lake,Hennepin,,
190,Shady Oak (North Bay),27008901,,Hennepin,,
189,Shady Oak (Middle Bay),27008902,,Hennepin,,
76,Holiday,27009000,Glen Lake,Hennepin,,
343,Wing,27009100,Glen Lake,Hennepin,,
176,Rose,27009200,Oak Terrace,Hennepin,,
58,Glen,27009300,Glen Lake,Hennepin,,
97,Lone,27009400,Glen Lake,Hennepin,,
56,Gleason,27009500,,Hennepin,,
57,Gleason (Main Lake),27009501,Wayzata,Hennepin,,
222,Unnamed,27009600,New Hope,Hennepin,,
6,Bass,27009800,Maple Grove,Hennepin,,
17,"Camelot, Lake",27009900,Maple Grove,Hennepin,,
164,Pomerleau,27010000,Crystal,Hennepin,,
215,Turtle (north portion),27010101,Plymouth,Hennepin,,
216,Turtle (south portion),27010102,Plymouth,Hennepin,,
184,Schmidt,27010200,Mission Farms,Hennepin,,
102,Lost,27010300,Mission Farms,Hennepin,,
113,Medicine,27010400,Plymouth,Hennepin,,
156,Parkers,27010700,Plymouth,Hennepin,,
89,Kreatz,27010800,Ditter,Hennepin,,
64,Hadley,27010900,Wayzata,Hennepin,,
18,Cavanaugh,27011000,Oak Knoll,Hennepin,,
45,Eagle/Pike,27011100,,Hennepin,,
44,Eagle,27011101,Maple Grove,Hennepin,,
163,Pike,27011102,Maple Grove,Hennepin,,
139,Mud,27011200,Osseo,Hennepin,,
223,Unnamed,27011400,,Hennepin,,
170,Rice,27011600,Maple Grove,Hennepin,,
174,Rice Main Lake,27011601,,Hennepin,,
173,Rice - West Bay,27011602,,Hennepin,,
172,Rice - Outlet Bay,27011604,,Hennepin,,
334,Weaver,27011700,Maple Grove,Hennepin,,
49,Fish,27011800,Maple Grove,Hennepin,,
20,Cedar Island,27011900,Maple Grove,Hennepin,,
28,Cook,27012000,Corcoran,Hennepin,,
29,Cook (North Portion),27012001,,Hennepin,,
30,Cook (South Portion),27012002,,Hennepin,,
48,Edward,27012100,Maple Grove,Hennepin,,
59,Goose,27012200,Osseo,Hennepin,,
93,Laura,27012300,Dayton,Hennepin,,
38,Diamond,27012500,Rogers (Hennepin),Hennepin,,
52,French,27012700,Fletcher,Hennepin,,
40,DuBay,27012900,Fletcher,Hennepin,,
171,Rice,27013200,Shakopee,Hennepin,,
119,Minnetonka,27013300,Mound,Hennepin,,
124,Minnetonka-Grays Bay,27013301,,Hennepin,,
127,Minnetonka-Lower Lake,27013302,,Hennepin,,
121,Minnetonka-Carsons Bay,27013303,,Hennepin,,
131,Minnetonka-St. Albans Bay,27013304,,Hennepin,,
133,Minnetonka-Upper Lake,27013305,,Hennepin,,
120,Minnetonka-Black Lake,27013306,,Hennepin,,
130,Minnetonka-Seton Lake,27013307,,Hennepin,,
123,Minnetonka-Emerald Lake,27013308,,Hennepin,,
125,Minnetonka-Halsteds Bay,27013309,,Hennepin,,
122,Minnetonka-Crystal Bay,27013310,,Hennepin,,
128,Minnetonka-Maxwell Bay,27013311,,Hennepin,,
132,Minnetonka-Stubbs Bay,27013312,,Hennepin,,
129,Minnetonka-North Arm,27013313,,Hennepin,,
134,Minnetonka-West Arm,27013314,,Hennepin,,
126,Minnetonka-Jennings Bay,27013315,,Hennepin,,
137,Mooney,27013400,Medina,Hennepin,,
61,Grass,27013500,Fletcher,Hennepin,,
192,Silver,27013600,Carver Beach,Hennepin,,
24,Christmas,27013700,Excelsior,Hennepin,,
158,Peavey,27013800,Wayzata,Hennepin,,
51,Forest,27013900,Saga Hill,Hennepin,,
53,French Marsh (North),27014001,,Hennepin,,
54,French Marsh (South),27014002,,Hennepin,,
212,Tanager,27014100,Crystal Bay,Hennepin,,
341,William,27014200,Greenwood,Hennepin,,
55,Galpin,27014400,Excelsior,Hennepin,,
114,Medina,27014600,Hamel,Hennepin,,
160,Peter,27014700,,Hennepin,,
161,Peter (Main Basin),27014701,Leighton,Hennepin,,
162,Peter (North Bay),27014702,,Hennepin,,
344,Winterhalter,27014800,Loretto,Hennepin,,
205,Spurzem,27014900,Medina,Hennepin,,
224,Unnamed,27015000,Medina,Hennepin,,
186,School,27015100,Medina,Hennepin,,
66,Half Moon,27015200,Loretto,Hennepin,,
3,Ardmore,27015300,Loretto,Hennepin,,
88,Katrina,27015400,Maple Plain,Hennepin,,
213,Thies,27015600,Medina,Hennepin,,
347,Wolsfeld,27015700,Long Lake,Hennepin,,
77,Holy Name,27015800,Ditter,Hennepin,,
105,Lydiard,27015900,Wayzata,Hennepin,,
98,Long,27016000,Long Lake,Hennepin,,
39,Dickey's,27016100,Long Lake,Hennepin,,
25,Classen,27016200,Stubbs Bay (subdivision),Hennepin,,
87,Jubert,27016500,Leighton,Hennepin,,
34,Cowley,27016900,Berning Mill,Hennepin,,
210,Sylvan,27017100,Berning Mill,Hennepin,,
340,Whiteford,27017200,Berning Mill,Hennepin,,
72,Henry,27017500,Berning Mill,Hennepin,,
82,Independence,27017600,Maple Plain,Hennepin,,
166,Prairie,27017700,Berning Mill,Hennepin,,
151,Ox Yoke,27017800,Lyndale,Hennepin,,
96,Little Long,27017900,Minnetrista,Hennepin,,
147,North Little Long,27017901,,Hennepin,,
200,South Little Long,27017902,,Hennepin,,
43,Dutch,27018100,Mound,Hennepin,,
92,Langdon,27018200,Mound,Hennepin,,
225,Unnamed,27018300,Minnetrista,Hennepin,,
339,Whaletail,27018400,Saint Bonifacius,Hennepin,,
148,North Whaletail,27018401,,Hennepin,,
201,South Whaletail,27018402,,Hennepin,,
182,Saunders,27018500,Mound,Hennepin,,
